"doc_id","text"
"1396614563542433792","#Gempa Mag:4.0, 24-Mei-21 06:32:41 WIB, Lok:3.47 LS, 128.80 BT (Pusat gempa berada di laut 20 km Barat Daya Masohi, Maluku Tengah), Kedlmn:10 Km Dirasakan (MMI) III Saparua #BMKG https://t.co/RJldfqdJur"
"1396614553232830468","#Gempa Dirasakan Magnitudo: 4.0, Kedalaman: 10 km, 24 Mei 2021 06:32:41 WIB, Koordinat: 3.47 LS-128.80 BT (Pusat gempa berada di laut 20 km Barat Daya Masohi, Maluku Tengah), Dirasakan (MMI): III Saparua #BMKG https://t.co/OiHiTwdNUp"
"1396613185604448256","Peringatan dini cuaca wilayah Gorontalo [24 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/GMoK80SftF"
"1396608379489984516","Peringatan dini cuaca wilayah Maluku [24 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/njK42X0UsZ"
"1396607806652833792","Peringatan dini cuaca wilayah Maluku [24 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/JYH9nh2B0t"
"1396599617735651329","Peringatan dini cuaca wilayah Kepulauan Bangka Belitung [24 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/zlZrAOFgBy"
"1396565753193664512","Peringatan dini cuaca wilayah Maluku [24 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/Yi1Qn8H0Ik"
"1396543129742807043","Update Peringatan Dini Cuaca Wilayah - Jabodetabek Tgl. 24 Mei 2021 pkl. 02:30 WIB
Prakirawan - BMKG - Pusat
https://t.co/wzKRfDRx1n"
"1396542332573343745","Peringatan dini cuaca wilayah Jabodetabek [24 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/Qf8sRe6Rb8"
"1396526199577346049","Peringatan dini cuaca wilayah Maluku [24 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/78UyTtMEXV"
"1396521287690850308","#Gempa Dirasakan Magnitudo: 3.4, Kedalaman: 10 km, 23 Mei 2021 22:42:41 WIB, Koordinat: 8.20 LS-124.91 BT (Pusat gempa berada di darat 40 km Timur Laut Alor), Dirasakan (MMI): II-III Kalabahi, II Pangururan #BMKG https://t.co/OiHiTwdNUp"
"1396521236180520960","#Gempa Mag:3.4, 23-Mei-21 22:42:41 WIB, Lok:8.20 LS, 124.91 BT (Pusat gempa berada di darat 40 km Timur Laut Alor), Kedlmn:10 Km Dirasakan (MMI) II-III Kalabahi, II Pangururan #BMKG https://t.co/R2ZT78TS1x"
"1396502286856167425","#Gempa Dirasakan Magnitudo: 3.4, Kedalaman: 10 km, 23 Mei 2021 22:42:41 WIB, Koordinat: 8.20 LS-124.91 BT (Pusat gempa berada di darat 40 km Timur Laut Alor), Dirasakan (MMI): II-III Kalabahi #BMKG https://t.co/OiHiTwdNUp"
"1396502235396206595","#Gempa Mag:3.4, 23-Mei-21 22:42:41 WIB, Lok:8.20 LS, 124.91 BT (Pusat gempa berada di darat 40 km Timur Laut Alor), Kedlmn:10 Km Dirasakan (MMI) II-III Kalabahi #BMKG https://t.co/yjXbstOAkH"
"1396499482934611971","Peringatan dini cuaca wilayah Kalimantan Utara [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/137ST6hcJA"
"1396493979856695301","Peringatan dini cuaca wilayah Sumatera Selatan [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/bOkABBaQ3z"
"1396483884410306560","Peringatan dini cuaca wilayah Maluku [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/js3glwUvty"
"1396478623415033860","Update Peringatan Dini Cuaca Wilayah - Jabodetabek Tgl. 23 Mei 2021 pkl. 22:15 WIB
Prakirawan - BMKG - Pusat
https://t.co/wzKRfDRx1n"
"1396477903748042757","Peringatan dini cuaca wilayah Jabodetabek [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/YikZStrbP1"
"1396472951533305865","Peringatan dini cuaca wilayah Sulawesi Utara [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/Y6Lnd6RNnd"
"1396466586937020416","Update Peringatan Dini Cuaca Wilayah - Jawa Barat Tgl. 23 Mei 2021 pkl. 21:25 WIB
Prakirawan - BMKG - Jawa Barat
https://t.co/wzKRfDRx1n"
"1396460268209655812","Peringatan dini cuaca wilayah Sumatera Selatan [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/3KviIOS4KY"
"1396456237101842438","Peringatan dini cuaca wilayah Jawa Timur [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/cJgOZOHpG9"
"1396446075007868930","Peringatan dini cuaca wilayah Kalimantan Utara [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/1H4RJOwxm5"
"1396444637632417798","Peringatan dini cuaca wilayah Maluku [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/AXka2zzilB"
"1396437476097421315","Peringatan dini cuaca wilayah Sumatera Selatan [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/rzxwcCqqat"
"1396433166106206213","Peringatan dini cuaca wilayah Lampung [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/GKm8Tk0gD9"
"1396430302734553089","Peringatan dini cuaca wilayah Jawa Tengah [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/PsJcAbxYT2"
"1396429798637932546","Update Peringatan Dini Cuaca Wilayah - Jawa Tengah Tgl. 23 Mei 2021 pkl. 18:45 WIB
Prakirawan - BMKG - Jawa Tengah
https://t.co/wzKRfDRx1n"
"1396429343396491270","Peringatan dini cuaca wilayah Papua [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/5k0NHeIGgl"
"1396419567451185154","Update Peringatan Dini Cuaca Wilayah - Jawa Barat Tgl. 23 Mei 2021 pkl. 18:00 WIB
Prakirawan - BMKG - Jawa Barat
https://t.co/wzKRfDRx1n"
"1396413977157009413","Peringatan dini cuaca wilayah Jawa Tengah [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/olrtWFF0T0"
"1396413612390977540","Peringatan dini cuaca wilayah Jawa Timur [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/0T9XboxHcq"
"1396412643297005570","Update Peringatan Dini Cuaca Wilayah - Jawa Tengah Tgl. 23 Mei 2021 pkl. 17:35 WIB
Prakirawan - BMKG - Jawa Tengah
https://t.co/wzKRfDRx1n"
"1396410509411291136","Peringatan dini cuaca wilayah Maluku [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/mT8Q3qkYGd"
"1396409501356478466","Peringatan dini cuaca wilayah Sulawesi Tenggara [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/gLGNV7TilT"
"1396408839386263553","Peringatan dini cuaca wilayah Kalimantan Tengah [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/8XfZEwjriS"
"1396407231055237120","Peringatan dini cuaca wilayah Jabodetabek [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/mPOZM2mzdj"
"1396407041820807170","Update Peringatan Dini Cuaca Wilayah - Jabodetabek Tgl. 23 Mei 2021 pkl. 17:30 WIB
Prakirawan - BMKG - Pusat
https://t.co/wzKRfDRx1n"
"1396400039639932933","Peringatan dini cuaca wilayah Lampung [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/La4yWEB2yd"
"1396399889873981442","Peringatan dini cuaca wilayah Papua Barat [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/QUTbKiFr0Q"
"1396399426650861569","Peringatan dini cuaca wilayah Banten [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/qMe5BkyLjm"
"1396398449650667521","Update Peringatan Dini Cuaca Wilayah - Banten Tgl. 23 Mei 2021 pkl. 17:00 WIB
Prakirawan - BMKG - Banten 
https://t.co/wzKRfDRx1n"
"1396397414278320130","Peringatan dini cuaca wilayah Maluku [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/UzLphr5SF1"
