url
https://sport.detik.com/sepakbola/liga-inggris/d-5228245/liverpool-dekati-ozan-kabak-calon-pengganti-van-dijk
https://sport.detik.com/sepakbola/liga-italia/d-5236918/sembuh-dari-corona-cristiano-ronaldo-langsung-dimainkan
https://sport.detik.com/sepakbola/liga-italia/d-5236607/penyelesaian-akhir-kurang-sip-inter-pun-nyaris-kalah
https://sport.detik.com/sepakbola/liga-italia/d-5235979/start-juventus-buruk-pirlo-jadi-si-tapir-emas
https://sport.detik.com/sepakbola/liga-italia/d-5229550/cristiano-ronaldo-vs-menteri-olahraga-italia-masih-panas
